ID,latitude,longitude,district,address_offers,agent_offers,subway_offers,closest_subway,dist_to_subway,subway_grade,subway_dist_to_center,rooms,floor,max_floor,footage,material,repair,price,category_age
MAL1177,55.644704,37.385861,ZAO,5.0,2.0,,Savyolovskaya,580.0,Underground,18158.0,Two Room,10.0,11.0,61.2,monolith,Excellent,16480000.0,Young buildings
MAL2548,,,UVAO,1.0,1.0,,Dmitrievskaya,785.0,Underground,20323.0,Two Room,13.0,22.0,59.0,panel,Enough,8700000.0,Middle-aged buildings
MAL12071,55.8423324,37.5508698,SAO,1.0,1.0,3.0,Taganskaya,544.0,Urban rail,11302.0,,16.0,16.0,,panel,Enough,11200000.0,Middle-aged buildings
MAL11544,,37.7004552,VAO,1.0,196.0,6.0,Vorobyovy Gory,1298.0,Urban rail,10153.0,,6.0,9.0,42.0,brick,Enough,10000000.0,Old buildings
MAL7623,55.81745600000001,37.622881,SVAO,1.0,1.0,,Rostokino,554.0,Monorail,7775.0,Two Room,2.0,16.0,52.9,panel,Poor,12000000.0,Old buildings
MAL24,,37.752436,UAO,1.0,62.0,8.0,Park Pobedy,539.0,Underground,17166.0,Two Room,3.0,9.0,,panel,Good,9800000.0,Old buildings
MAL3368,55.67081870000001,37.5044356,,1.0,65.0,14.0,Rimskaya,637.0,Underground,10917.0,Two Room,6.0,23.0,60.6,monolith,Enough,17000000.0,Young buildings
MAL588,55.659424,37.567554,UZAO,1.0,1.0,12.0,Tulskaya,1440.0,Underground,9905.0,,,,31.0,panel,Enough,8300000.0,Old buildings
MAL9895,55.91276800000001,37.547953,SVAO,1.0,,5.0,,1105.0,,17605.0,,,22.0,,panel,Good,11000000.0,Middle-aged buildings
MAL5279,55.7844786,37.6322858,CAO,1.0,1.0,,,363.0,Underground,3416.0,One Room,6.0,12.0,35.7,monolith,Enough,11150000.0,Old buildings
MAL217,55.7042665,37.7810821,UVAO,,1.0,,Kiyevskaya,1123.0,Underground,10612.0,,3.0,,31.7,block,Enough,7380000.0,Old buildings
MAL410,55.8010719,37.454133,,1.0,9.0,7.0,,1087.0,Underground,11455.0,One Room,,16.0,35.5,block,Good,9600000.0,Old buildings
MAL9477,55.65592679999999,37.7772218,UVAO,1.0,1.0,9.0,Khovrino,1962.0,Underground,13657.0,Two Room,7.0,7.0,55.0,panel,Good,9600000.0,Old buildings
MAL10016,55.864017,37.58968400000001,SVAO,1.0,205.0,13.0,Prazhskaya,960.0,Underground,12480.0,One Room,6.0,9.0,32.4,panel,Enough,7500000.0,Old buildings
MAL3703,,37.8719506,VAO,1.0,218.0,5.0,Chekhovskaya,531.0,Underground,15575.0,One Room,16.0,17.0,38.0,panel,Good,9000000.0,Middle-aged buildings
MAL9255,55.651013,37.489167,UZAO,1.0,1.0,7.0,Okruzhnaya,1190.0,Underground,14840.0,One Room,9.0,25.0,57.0,panel,Enough,14000000.0,Middle-aged buildings
MAL3915,55.818139,37.431594,SZAO,1.0,,4.0,Bittsevsky Park,546.0,Underground,13631.0,Two Room,15.0,22.0,,monolith,Poor,17450000.0,Young buildings
MAL7496,55.744987,37.67171550000001,CAO,1.0,9.0,17.0,Bibirevo,,Underground,4268.0,One Room,,16.0,36.0,panel,,11500000.0,Old buildings
MAL1388,55.588649,37.604448,UAO,1.0,1.0,4.0,Fili,681.0,,18065.0,One Room,8.0,26.0,34.0,monolith,Poor,8800000.0,Young buildings
MAL5021,,37.648429,,1.0,,10.0,Avtozavodskaya,1310.0,Underground,15114.0,Two Room,1.0,12.0,38.1,block,Enough,7500000.0,Old buildings
MAL601,55.672915,37.556729,,1.0,1.0,,Tulskaya,345.0,Underground,,,,5.0,,brick,,9189999.0,Old buildings
MAL7359,55.8061,37.74922,VAO,1.0,16.0,,Paveletskaya,422.0,Underground,9888.0,One Room,23.0,,38.0,monolith,Excellent,9900000.0,Young buildings
MAL7675,55.893085,37.605644,SVAO,1.0,,7.0,Rumyantsevo,1038.0,Underground,14663.0,Two Room,1.0,9.0,,panel,Good,8800000.0,Old buildings
MAL2620,55.703217,37.93155,UVAO,,5.0,36.0,,222.0,Underground,20323.0,Two Room,6.0,25.0,59.5,panel,Good,10500000.0,Young buildings
MAL2840,55.60948199999999,37.549768,UZAO,1.0,1.0,4.0,Filatov Lug,989.0,Underground,17249.0,,7.0,9.0,,monolith,Enough,9800000.0,Old buildings
MAL8300,55.6537543,37.4146344,,1.0,3.0,4.0,Kantemirovskaya,587.0,Underground,16192.0,,8.0,,38.6,panel,Enough,8570000.0,Old buildings
MAL7543,55.738876,37.67783,CAO,1.0,1.0,,,,Underground,4268.0,Two Room,8.0,8.0,56.0,panel,Enough,13700000.0,Old buildings
MAL8331,55.69248,37.58809,UZAO,1.0,1.0,10.0,Mezhdunarodnaya,1094.0,Urban rail,6947.0,Two Room,16.0,17.0,53.6,panel,,14500000.0,Middle-aged buildings
MAL7421,55.894838,37.58887100000001,SVAO,1.0,1.0,6.0,Komsomolskaya,490.0,Underground,16430.0,One Room,1.0,22.0,38.0,panel,Enough,7700000.0,Middle-aged buildings
MAL3183,55.8658139,37.5597109,SAO,1.0,,15.0,Mnyovniki,,Underground,13417.0,One Room,8.0,,32.0,panel,Enough,7800000.0,Old buildings
MAL6950,55.54329300000001,37.54596,UZAO,2.0,65.0,4.0,Vodny Stadion,312.0,Underground,23479.0,Two Room,6.0,6.0,55.5,panel,Good,10750000.0,Middle-aged buildings
MAL7318,55.7977975,37.7377225,VAO,1.0,7.0,,Paveletskaya,748.0,Underground,9888.0,One Room,3.0,5.0,32.4,panel,Enough,7500000.0,Old buildings
MAL5309,,37.706973,UVAO,1.0,36.0,6.0,Bulvar Rokossovskogo,710.0,Underground,6431.0,One Room,16.0,19.0,36.3,monolith,Good,12350000.0,Young buildings
MAL12111,55.758499,37.542042,CAO,1.0,1.0,1.0,Kolomenskaya,919.0,Underground,4569.0,One Room,3.0,5.0,,brick,Enough,9990000.0,Old buildings
MAL2477,55.707978,37.930429,UVAO,1.0,1.0,,Dmitrievskaya,577.0,Underground,20323.0,One Room,,17.0,37.9,panel,,6600000.0,Young buildings
MAL12130,55.777823,37.616566,CAO,1.0,4.0,,Strogino,,Underground,,One Room,,9.0,32.0,panel,,12200000.0,Old buildings
MAL11149,55.840791,37.379043,SZAO,2.0,1.0,,Avtozavodskaya,744.0,Underground,17194.0,Two Room,3.0,25.0,,monolith,,15300000.0,Middle-aged buildings
MAL4324,55.679042,37.69905,,1.0,2.0,,Krasnogvardeyskaya,,,11186.0,Two Room,6.0,12.0,52.0,panel,Good,14000000.0,Middle-aged buildings
MAL9859,55.69177,37.727184,UVAO,1.0,5.0,6.0,,397.0,Underground,10096.0,Two Room,5.0,9.0,52.0,panel,Good,12480000.0,Old buildings
MAL8666,,37.728604,VAO,2.0,218.0,10.0,Rechnoy Vokzal,658.0,,10223.0,,18.0,30.0,75.0,monolith,Good,17800000.0,Young buildings
MAL5215,,37.793686,,1.0,1.0,15.0,Aminyevskaya,518.0,Underground,11796.0,One Room,,9.0,32.6,panel,Enough,6500000.0,Old buildings
MAL10354,55.70852650000001,,ZAO,2.0,1.0,7.0,,1559.0,Underground,,Two Room,4.0,22.0,65.7,monolith,Good,20000000.0,Middle-aged buildings
MAL12059,55.8429785,37.5477265,SAO,1.0,218.0,2.0,Taganskaya,524.0,Urban rail,11302.0,One Room,,12.0,33.0,panel,Enough,7700000.0,Old buildings
MAL8857,55.7322139,37.5316072,ZAO,1.0,1.0,,Ulitsa Gorchakova,1280.0,Underground,4461.0,One Room,6.0,12.0,35.0,panel,Enough,8350000.0,Old buildings
MAL5389,55.588649,,UAO,1.0,3.0,,Maryina Roshcha,2626.0,Suburban rail,16633.0,One Room,5.0,,,panel,Poor,6500000.0,Old buildings
MAL4915,55.849964,37.45195,SZAO,1.0,1.0,,Buninskaya Alleya,703.0,Underground,15359.0,Two Room,5.0,5.0,44.4,brick,Poor,8600000.0,Old buildings
MAL2847,55.60948199999999,37.549768,UZAO,2.0,1.0,,Filatov Lug,989.0,Underground,17249.0,Two Room,2.0,9.0,44.3,monolith,Poor,10300000.0,Old buildings
MAL41,55.609253,37.755751,UAO,1.0,1.0,8.0,Park Pobedy,1050.0,Underground,17166.0,Two Room,4.0,17.0,60.5,panel,,10500000.0,Middle-aged buildings
MAL3904,55.72664,37.680103,UVAO,1.0,1.0,2.0,Novokuznetskaya,341.0,Underground,,One Room,6.0,26.0,43.0,brick,Excellent,12250000.0,Middle-aged buildings
MAL3084,55.6965,37.825516,UVAO,1.0,1.0,,,,Underground,,,3.0,9.0,45.0,monolith,Good,8500000.0,Old buildings
MAL5367,55.60579499999999,37.621714,UAO,1.0,1.0,,Maryina Roshcha,,Suburban rail,16633.0,,,9.0,45.0,panel,Good,8650000.0,Old buildings
MAL3462,55.675098,,ZAO,1.0,1.0,13.0,Rimskaya,356.0,Underground,10917.0,Two Room,2.0,25.0,71.4,monolith,Enough,16000000.0,Middle-aged buildings
MAL10255,55.701317,37.56715,UZAO,1.0,1.0,,Tekhnopark,1069.0,Underground,6020.0,,4.0,8.0,60.0,brick,Enough,16000000.0,Old buildings
MAL4264,55.8020713,,SVAO,1.0,10.0,7.0,,928.0,Underground,4616.0,Two Room,,10.0,52.3,monolith,,11200000.0,Young buildings
MAL3551,,,UZAO,1.0,1.0,,Belomorskaya,301.0,Underground,20559.0,Two Room,15.0,17.0,64.0,panel,Enough,14600000.0,Middle-aged buildings
MAL6115,55.67199,37.79003,UVAO,1.0,2.0,,Medvedkovo,,Underground,12430.0,Two Room,,22.0,56.6,panel,Enough,13000000.0,Middle-aged buildings
MAL9178,55.697453,37.633976,UAO,,,7.0,Kuntsevskaya,905.0,Urban rail,6335.0,One Room,8.0,14.0,36.9,monolith,Poor,12000000.0,Young buildings
MAL4754,55.7353363,37.8264919,VAO,1.0,1.0,17.0,Mendeleyevskaya,2022.0,Underground,12458.0,Two Room,3.0,11.0,72.0,monolith,Poor,14336000.0,Young buildings
MAL7710,55.89164,37.60823,SVAO,1.0,1.0,11.0,Rumyantsevo,923.0,Underground,14663.0,Two Room,5.0,12.0,,panel,Good,10970000.0,Old buildings
MAL5447,55.620199,37.49056,UZAO,1.0,99.0,3.0,Telecenter,977.0,Underground,16362.0,Two Room,4.0,9.0,45.1,panel,Poor,9250000.0,Old buildings
MAL5363,55.60669,37.617985,UAO,1.0,3.0,10.0,Maryina Roshcha,,Suburban rail,16633.0,One Room,9.0,,32.7,panel,,7100000.0,Old buildings
MAL3398,55.6785458,37.5017594,ZAO,3.0,2.0,13.0,Rimskaya,284.0,Underground,10917.0,Two Room,4.0,12.0,39.0,block,Good,12840000.0,Old buildings
MAL1121,55.6444819,37.38483520000001,ZAO,1.0,1.0,3.0,Savyolovskaya,638.0,Underground,18158.0,One Room,16.0,21.0,34.2,monolith,Poor,8598970.0,Middle-aged buildings
MAL1853,55.79570820000001,37.8210086,VAO,1.0,11.0,,Verkhniye Likhobory,1361.0,Underground,12418.0,One Room,13.0,17.0,38.0,monolith,Enough,8500000.0,Middle-aged buildings
MAL4657,55.757931000000006,37.5673291,CAO,1.0,,,Bulvar Rokossovskogo,739.0,Underground,3581.0,One Room,4.0,5.0,,brick,Good,12250000.0,Old buildings
MAL11437,55.93234399999999,37.542931,SVAO,1.0,62.0,6.0,,,Suburban rail,19917.0,One Room,,17.0,38.0,panel,Excellent,8200000.0,Young buildings
MAL7403,55.8967635,,SVAO,1.0,,8.0,Komsomolskaya,1211.0,Underground,16430.0,Two Room,2.0,,52.3,panel,,9200000.0,Old buildings
MAL134,55.703378,37.75647,,1.0,13.0,14.0,Kiyevskaya,488.0,Underground,10612.0,Two Room,9.0,,70.8,panel,,13990000.0,Middle-aged buildings
MAL3226,55.876102,37.518174,SAO,,9.0,16.0,Mnyovniki,2095.0,Underground,13417.0,Two Room,3.0,,51.4,panel,,11199000.0,Middle-aged buildings
MAL9824,55.69177,37.727184,UVAO,3.0,292.0,,Vystavochnaya,397.0,Underground,10096.0,Two Room,5.0,9.0,52.0,panel,Good,12500000.0,Old buildings
MAL1159,,37.4045523,ZAO,1.0,1.0,14.0,Savyolovskaya,1263.0,Underground,18158.0,One Room,1.0,12.0,40.0,panel,Good,7490000.0,Middle-aged buildings
MAL10163,,37.514311,UZAO,1.0,2.0,7.0,Kalininskaya,1199.0,Underground,17040.0,Two Room,11.0,16.0,54.0,panel,Poor,10000000.0,Old buildings
MAL5476,55.627663,37.488953,UZAO,1.0,1.0,7.0,Telecenter,1456.0,Underground,16362.0,,11.0,16.0,58.0,block,Excellent,12500000.0,Old buildings
MAL6295,55.5391845,37.5101102,UZAO,1.0,1.0,5.0,Voykovskaya,,Underground,24636.0,Two Room,6.0,17.0,51.7,panel,Enough,10300000.0,Middle-aged buildings
MAL7597,55.820885,37.628316,SVAO,,1.0,4.0,Rostokino,126.0,Monorail,7775.0,Two Room,4.0,8.0,62.0,brick,,15899000.0,Old buildings
MAL4148,55.737263,37.67281,CAO,1.0,7.0,6.0,Kutuzovskaya,727.0,,,Two Room,4.0,5.0,68.0,brick,Good,15280000.0,Old buildings
MAL1182,55.64350500000001,37.411247,ZAO,2.0,38.0,,Savyolovskaya,,Underground,18158.0,Two Room,16.0,,65.0,panel,Enough,12490000.0,Middle-aged buildings
MAL5334,55.7529436,37.706431,UVAO,2.0,28.0,7.0,Bulvar Rokossovskogo,743.0,Underground,6431.0,Two Room,10.0,12.0,67.0,monolith,Poor,15500000.0,Young buildings
MAL5775,55.764648,37.494449,,1.0,1.0,11.0,Krylatskoye,2050.0,Underground,5730.0,,,12.0,38.5,panel,Enough,8500000.0,Middle-aged buildings
MAL11495,55.9415774,37.5315043,SVAO,2.0,1.0,5.0,,758.0,Suburban rail,21506.0,Two Room,4.0,11.0,,panel,Good,10100000.0,Young buildings
MAL10269,55.80277099999999,37.51070900000001,SAO,1.0,15.0,2.0,Khoroshyovskaya,420.0,Underground,8635.0,Two Room,1.0,8.0,42.1,brick,Enough,10900000.0,Old buildings
MAL4796,55.7452548,37.8104282,VAO,1.0,,,Mendeleyevskaya,819.0,Underground,12458.0,One Room,10.0,16.0,36.6,panel,Enough,,Middle-aged buildings
MAL6061,55.67149300000001,37.750927,UVAO,,,18.0,Medvedkovo,879.0,Underground,12430.0,,8.0,14.0,40.0,panel,Enough,9100000.0,Middle-aged buildings
MAL9080,55.614948,37.703847,UAO,2.0,30.0,10.0,Yuzhnaya,,Underground,16303.0,Two Room,1.0,15.0,53.0,,Poor,9600000.0,Old buildings
MAL8084,55.740816,37.769504,VAO,1.0,218.0,13.0,Petrovsko-Razumovskaya,1458.0,Underground,10558.0,One Room,12.0,12.0,35.0,monolith,Enough,8200000.0,Old buildings
MAL8375,,37.571293,SAO,2.0,15.0,5.0,Vystavochny Tsentr,337.0,Underground,,Two Room,5.0,5.0,55.0,brick,,13150000.0,Old buildings
MAL12029,55.846897,37.515587,SAO,1.0,,8.0,Kuntsevskaya,,Urban rail,11410.0,One Room,1.0,16.0,34.9,panel,Enough,7300000.0,Middle-aged buildings
MAL4647,55.766329000000006,37.557861,CAO,1.0,196.0,6.0,Bulvar Rokossovskogo,382.0,Underground,3581.0,One Room,,12.0,38.0,monolith,Good,14300000.0,Middle-aged buildings
MAL9031,55.869738,37.496587,SAO,1.0,,10.0,Ugreshskaya,1369.0,Underground,16356.0,Two Room,15.0,,55.0,monolith,Good,13000000.0,Middle-aged buildings
MAL6442,55.788307,37.46645,SZAO,1.0,1.0,,Chertanovskaya,2059.0,Underground,8949.0,Two Room,3.0,,,panel,Good,12200000.0,Old buildings
MAL4315,55.6707306,37.7426316,,1.0,1.0,7.0,Krasnogvardeyskaya,,Suburban rail,11186.0,Two Room,3.0,17.0,57.3,panel,Enough,12590000.0,Middle-aged buildings
MAL4485,55.730887,37.751987,UVAO,2.0,1.0,,Ulitsa Starokachalovskaya,409.0,Underground,9000.0,Two Room,8.0,17.0,52.2,monolith,,12000000.0,Middle-aged buildings
MAL6382,55.7841804,37.46846179999999,SZAO,1.0,4.0,11.0,,,,8949.0,Two Room,4.0,22.0,,monolith,Enough,13300000.0,Middle-aged buildings
MAL1710,55.684396,37.695519,UAO,1.0,2.0,12.0,Izmaylovskaya,2139.0,Underground,8849.0,Two Room,,18.0,54.0,monolith,Good,17190000.0,Young buildings
MAL4320,55.67934720000001,37.7379813,,1.0,1.0,4.0,Krasnogvardeyskaya,851.0,,11186.0,Two Room,5.0,,43.0,brick,,7950000.0,Old buildings
MAL2366,55.70151600000001,37.948898,UVAO,2.0,3.0,37.0,Dmitrievskaya,1317.0,Underground,20323.0,,14.0,17.0,64.0,panel,Excellent,9650000.0,Middle-aged buildings
MAL8167,55.7623232,37.7907909,,1.0,1.0,16.0,Petrovsko-Razumovskaya,1326.0,Underground,10558.0,Two Room,,5.0,41.4,brick,Enough,7800000.0,Old buildings
MAL2661,55.8715212,37.6393099,SVAO,1.0,,37.0,Okhotny Ryad,1565.0,Underground,13519.0,Two Room,5.0,9.0,40.0,block,,8500000.0,Old buildings
MAL6974,55.6590988,37.5187639,UZAO,1.0,38.0,4.0,Ploshchad Revolyutsii,1363.0,Underground,11631.0,One Room,,9.0,31.9,monolith,Poor,7000000.0,Old buildings
MAL1333,55.6957497,37.5576781,UZAO,2.0,,9.0,Preobrazhenskaya Ploshchad,,Underground,7728.0,Two Room,2.0,9.0,55.0,brick,,13999000.0,Old buildings
MAL4491,55.715753,37.753964,UVAO,1.0,1.0,10.0,Ulitsa Starokachalovskaya,,Underground,9000.0,Two Room,15.0,23.0,,monolith,Excellent,14000000.0,Middle-aged buildings
MAL5813,55.6133085,37.7221905,UAO,1.0,292.0,18.0,Myakinino,,Underground,17038.0,,3.0,12.0,46.1,panel,Enough,9850000.0,Old buildings
MAL3411,55.6815613,37.5218897,UZAO,1.0,1.0,13.0,,,Underground,10917.0,Two Room,1.0,8.0,56.4,brick,,13200000.0,Old buildings
MAL9047,,37.4818666,SAO,1.0,1.0,10.0,Ugreshskaya,969.0,Underground,16356.0,Two Room,5.0,,55.0,monolith,Enough,11650000.0,Young buildings
MAL5850,,37.727166,,1.0,2.0,12.0,Myakinino,,Underground,17038.0,Two Room,,9.0,45.0,panel,Good,8770000.0,Old buildings
MAL11244,55.55060600000001,37.569424,UZAO,1.0,1.0,,Sokol,993.0,Suburban rail,23584.0,Two Room,4.0,14.0,58.0,panel,Good,13000000.0,Middle-aged buildings
MAL7363,55.7977975,,VAO,2.0,8.0,14.0,Paveletskaya,,Underground,9888.0,,3.0,5.0,31.4,panel,Good,7500000.0,Old buildings
MAL7317,55.810896,37.768956,VAO,1.0,10.0,14.0,Paveletskaya,1719.0,Underground,,,29.0,39.0,38.8,monolith,Poor,9500000.0,Middle-aged buildings
MAL7601,55.8162149,37.6262713,SVAO,1.0,,,,626.0,Monorail,7775.0,,10.0,12.0,38.3,block,Good,11300000.0,Old buildings
MAL2152,55.80826,37.79392100000001,,1.0,,20.0,Novokuznetskaya,330.0,,13108.0,,,5.0,32.5,panel,Enough,8200000.0,Old buildings
MAL10892,55.7455784,37.5000603,ZAO,1.0,1.0,6.0,Biblioteka Imeni Lenina,,Underground,7481.0,Two Room,3.0,5.0,43.2,brick,Enough,10490000.0,Old buildings
MAL179,55.697559700000006,37.7874351,UVAO,1.0,1.0,,Kiyevskaya,1751.0,Underground,10612.0,Two Room,1.0,9.0,36.0,block,Enough,7500000.0,Old buildings
MAL12055,,37.573061,,1.0,1.0,2.0,Oktyabrskaya,674.0,Underground,4778.0,One Room,1.0,9.0,,brick,Excellent,13400000.0,Old buildings
MAL11359,55.70776600000001,37.6740191,UVAO,1.0,1.0,3.0,Partizanskaya,,Underground,6738.0,One Room,6.0,17.0,45.0,monolith,,12000000.0,Middle-aged buildings
MAL8870,55.7399637,37.5397568,ZAO,1.0,1.0,8.0,Ulitsa Gorchakova,558.0,Underground,4461.0,Two Room,1.0,,56.0,brick,Enough,13950000.0,Old buildings
MAL1397,55.80084,37.568398,SAO,1.0,1.0,5.0,,1074.0,Suburban rail,7089.0,One Room,2.0,5.0,33.0,panel,Enough,8900000.0,Old buildings
MAL6648,55.679813,37.564132,UZAO,,,,Dubrovka,257.0,Underground,,Two Room,5.0,8.0,54.4,brick,Enough,14000000.0,Old buildings
MAL10231,,37.516781,UZAO,1.0,37.0,,Kalininskaya,1116.0,Underground,17040.0,Two Room,1.0,16.0,55.0,panel,,11000000.0,Old buildings
MAL2077,55.80756700000001,37.776763,VAO,1.0,1.0,19.0,Novokuznetskaya,1369.0,Underground,13108.0,One Room,,5.0,31.0,panel,Enough,6800000.0,Old buildings
MAL6132,55.67550110000001,37.7464651,UVAO,1.0,1.0,11.0,Medvedkovo,959.0,Underground,12430.0,Two Room,3.0,14.0,47.0,panel,Enough,9650000.0,Middle-aged buildings
MAL8050,55.85400799999999,37.653404,SVAO,1.0,1.0,14.0,Kuntsevskaya,,Underground,11734.0,Two Room,1.0,17.0,56.0,panel,Enough,10950000.0,Middle-aged buildings
MAL1714,55.6809499,,UAO,1.0,,16.0,Izmaylovskaya,1359.0,Underground,8849.0,Two Room,1.0,5.0,48.0,block,Poor,9500000.0,Old buildings
MAL4902,,37.4389032,SZAO,1.0,1.0,,Buninskaya Alleya,116.0,Underground,15359.0,Two Room,2.0,5.0,44.0,brick,,8900000.0,Old buildings
MAL5583,55.631717,37.677858,UAO,2.0,,,,1195.0,Suburban rail,,,,12.0,38.0,block,Enough,7950000.0,Old buildings
MAL7719,55.8819408,37.5956213,SVAO,1.0,1.0,9.0,Rumyantsevo,508.0,Underground,14663.0,,,12.0,,panel,Enough,10000000.0,Old buildings
MAL3612,55.821694,37.52747100000001,SAO,1.0,1.0,8.0,Bagrationovskaya,693.0,Suburban rail,8969.0,One Room,4.0,5.0,30.3,brick,Enough,7350000.0,Old buildings
MAL9852,,37.7399323,UVAO,1.0,,,Vystavochnaya,1038.0,Underground,10096.0,,4.0,5.0,60.0,brick,Enough,10600000.0,Old buildings
MAL3205,55.879495,,SAO,1.0,18.0,24.0,Mnyovniki,1508.0,Underground,13417.0,One Room,20.0,21.0,,monolith,Good,9500000.0,Young buildings
MAL11751,55.65292700000001,37.648582,UAO,1.0,1.0,,Baumanskaya,320.0,,,Two Room,,5.0,42.9,brick,Enough,9400000.0,Old buildings
MAL4638,55.7045147,37.7432083,UVAO,1.0,1.0,5.0,Timiryazevskaya,,Underground,8722.0,Two Room,,5.0,57.1,brick,Good,10600000.0,Old buildings
MAL5433,,37.624858,UAO,2.0,,,Maryina Roshcha,475.0,Suburban rail,16633.0,,,9.0,33.0,panel,Enough,7500000.0,Old buildings
MAL659,55.87600000000001,37.583076,SVAO,1.0,1.0,6.0,Troparyovo,1180.0,Suburban rail,14761.0,One Room,4.0,9.0,32.2,block,Enough,6499000.0,Old buildings
MAL10877,55.750469,37.505094,ZAO,,1.0,8.0,Biblioteka Imeni Lenina,920.0,Underground,7481.0,Two Room,1.0,5.0,56.5,brick,Enough,9800000.0,Old buildings
MAL9965,55.7391649,37.4690357,ZAO,1.0,,,Fonvizinskaya,709.0,Underground,,Two Room,6.0,,,brick,Poor,9999000.0,Old buildings
MAL9423,55.6543125,37.7751922,,1.0,1.0,16.0,,1824.0,Underground,13657.0,One Room,5.0,12.0,36.7,panel,Good,8500000.0,Middle-aged buildings
MAL6205,55.67654399999999,37.761177,,1.0,1.0,17.0,Medvedkovo,29.0,,12430.0,One Room,5.0,8.0,52.0,panel,Enough,9000000.0,Middle-aged buildings
MAL11025,55.74990699999999,37.407322,,1.0,,8.0,Studencheskaya,,Underground,12992.0,One Room,1.0,14.0,35.5,panel,Poor,7800000.0,Old buildings
MAL3491,55.5605311,37.5856686,UZAO,1.0,196.0,,Belomorskaya,1077.0,Underground,20559.0,Two Room,9.0,16.0,,panel,Good,12100000.0,Middle-aged buildings
MAL9683,55.78686999999999,37.494979,SZAO,1.0,2.0,,Slavyansky Bulvar,834.0,Urban rail,7662.0,One Room,,22.0,46.7,monolith,Good,18500000.0,Young buildings
MAL8547,55.79131,37.659782,,1.0,1.0,5.0,Petrovsky Park,,Underground,5761.0,One Room,,12.0,38.5,panel,Enough,11200000.0,Middle-aged buildings
MAL5545,55.818023,37.494036,SAO,1.0,1.0,,Kropotkinskaya,517.0,Underground,10768.0,Two Room,8.0,9.0,48.1,brick,Good,12200000.0,Old buildings
MAL1109,55.64314399999999,37.38499,ZAO,1.0,,14.0,,755.0,,,Two Room,13.0,19.0,58.6,panel,Good,13800000.0,Young buildings
MAL3211,55.8628316,37.5201957,SAO,1.0,,15.0,Mnyovniki,1730.0,Underground,13417.0,Two Room,8.0,9.0,37.1,panel,,8700000.0,Old buildings
MAL11771,55.7530623,37.585754,CAO,,2.0,2.0,Shelepikha,,Underground,2118.0,Two Room,5.0,24.0,54.0,brick,Good,19500000.0,Old buildings
MAL2931,55.722713,37.523537,ZAO,1.0,1.0,,Perovo,1613.0,,8012.0,Two Room,6.0,12.0,38.0,panel,Good,11800000.0,Old buildings
MAL8404,55.813698,37.567284,SAO,2.0,,,Vystavochny Tsentr,797.0,Underground,7829.0,Two Room,7.0,8.0,82.0,panel,Good,19500000.0,Old buildings
MAL6106,55.67011170000001,37.7740042,UVAO,1.0,1.0,,Medvedkovo,1059.0,Underground,12430.0,Two Room,2.0,17.0,47.0,monolith,,11900000.0,Young buildings
MAL10715,55.672306000000006,37.45193,ZAO,1.0,19.0,14.0,Nagatinskaya,317.0,Underground,13867.0,Two Room,14.0,14.0,45.0,panel,Good,12500000.0,Old buildings
MAL234,55.707832,37.753838,UVAO,2.0,1.0,,Kiyevskaya,647.0,Underground,,Two Room,5.0,5.0,,panel,,8500000.0,Old buildings
MAL9128,55.697453,37.633976,UAO,4.0,15.0,19.0,Kuntsevskaya,905.0,Urban rail,6335.0,Two Room,7.0,16.0,60.5,monolith,Poor,18824000.0,Middle-aged buildings
MAL9424,55.6496964,37.746085,UVAO,1.0,1.0,15.0,Khovrino,477.0,Underground,13657.0,,15.0,24.0,56.0,monolith,Good,13990000.0,Middle-aged buildings
MAL6830,55.62757480000001,37.5184595,UZAO,1.0,,2.0,Shchyolkovskaya,,Underground,14688.0,Two Room,1.0,17.0,56.2,panel,,11300000.0,Middle-aged buildings
MAL11592,55.679972,37.8519486,UVAO,1.0,205.0,3.0,Molodyozhnaya,,Underground,,Two Room,,14.0,52.2,panel,Enough,9390000.0,Middle-aged buildings
MAL3042,55.718304,37.817735,VAO,1.0,1.0,,Kashirskaya,849.0,Underground,13469.0,One Room,1.0,9.0,33.0,panel,Good,6600000.0,Old buildings
MAL5383,55.5877169,37.6661633,UAO,1.0,1.0,15.0,Maryina Roshcha,,Suburban rail,16633.0,Two Room,11.0,14.0,53.8,block,Poor,10800000.0,Old buildings
MAL665,55.879728,37.560332,SAO,2.0,1.0,4.0,Troparyovo,534.0,Suburban rail,14761.0,Two Room,3.0,17.0,51.5,panel,Good,11200000.0,Middle-aged buildings
MAL9598,55.773398,37.494521,SZAO,1.0,65.0,15.0,Slavyansky Bulvar,1235.0,Urban rail,7662.0,One Room,9.0,12.0,40.0,panel,,9900000.0,Old buildings
MAL10393,55.6673734,37.5866255,UZAO,1.0,1.0,10.0,Timiryazevskaya,1295.0,,10013.0,One Room,6.0,12.0,32.7,block,Enough,8500000.0,Old buildings
MAL7629,55.823211,37.621399,SVAO,1.0,,4.0,,392.0,Monorail,7775.0,Two Room,22.0,22.0,59.1,panel,,18200000.0,Middle-aged buildings
MAL7938,55.72524,37.459388,ZAO,1.0,1.0,11.0,Smolenskaya,842.0,Underground,10841.0,One Room,1.0,5.0,38.0,brick,Enough,8300000.0,Old buildings
MAL12063,55.84222,37.544556,SAO,1.0,8.0,6.0,Taganskaya,701.0,Urban rail,11302.0,Two Room,4.0,5.0,43.3,brick,Enough,8500000.0,Old buildings
