ID,latitude,longitude,district,address_offers,agent_offers,subway_offers,closest_subway,dist_to_subway,subway_grade,subway_dist_to_center,rooms,floor,max_floor,footage,material,repair,price,category_age
MAL1560,55.807182,37.405723,SZAO,1.0,,7.0,Bulvar Admirala Ushakova,426.0,,14516.0,One Room,13.0,16.0,38.1,panel,Enough,9500000.0,Old buildings
MAL7581,55.81745600000001,37.622881,SVAO,1.0,7.0,4.0,Rostokino,554.0,Monorail,7775.0,Two Room,2.0,16.0,52.9,panel,Poor,12000000.0,Old buildings
MAL4208,55.7954817,37.6230199,SVAO,1.0,1.0,9.0,Botanichesky Sad,470.0,Underground,4616.0,,1.0,4.0,65.4,brick,Poor,12100000.0,Old buildings
MAL4539,55.60136239999999,37.6068347,UAO,2.0,2.0,8.0,Lokomotiv,,Underground,17314.0,Two Room,1.0,12.0,52.0,panel,Enough,9600000.0,Old buildings
MAL7937,55.72451,37.439517,ZAO,1.0,1.0,8.0,Smolenskaya,692.0,Underground,10841.0,Two Room,3.0,9.0,44.1,brick,Enough,9900000.0,Old buildings
MAL9631,55.7785999,37.4962585,,1.0,13.0,20.0,Slavyansky Bulvar,739.0,Urban rail,7662.0,One Room,4.0,5.0,30.6,brick,,7680000.0,Old buildings
MAL9941,,37.4673,ZAO,1.0,,5.0,Fonvizinskaya,,Underground,,Two Room,2.0,25.0,55.0,monolith,Enough,14700000.0,Young buildings
MAL761,55.543857,37.559083,UZAO,1.0,1.0,10.0,Shosse Entuziastov,619.0,Underground,23043.0,One Room,2.0,6.0,40.4,panel,Enough,8050000.0,Middle-aged buildings
MAL4576,55.596457,37.599822,UAO,3.0,,7.0,Lokomotiv,,Underground,17314.0,Two Room,5.0,23.0,68.0,monolith,Good,15900000.0,Young buildings
MAL1011,55.774629,37.627696,CAO,1.0,,,Vladykino,684.0,Underground,1975.0,,1.0,5.0,,brick,Enough,12000000.0,Old buildings
MAL6308,55.53076,37.503075,UZAO,1.0,9.0,5.0,,,Underground,24636.0,Two Room,11.0,14.0,,panel,Good,11500000.0,Middle-aged buildings
MAL11021,55.768433,37.408787,,,,,Studencheskaya,1289.0,Underground,12992.0,Two Room,3.0,17.0,53.4,panel,Enough,13870000.0,Middle-aged buildings
MAL8842,55.742534,37.545465,ZAO,2.0,,3.0,Ulitsa Gorchakova,458.0,Underground,,One Room,,5.0,36.4,brick,Enough,10600000.0,Old buildings
MAL7048,55.685782,37.543192,UZAO,1.0,1.0,,Andronovka,996.0,Underground,8290.0,Two Room,,9.0,,brick,Enough,15000000.0,Old buildings
MAL10519,55.84008299999999,37.360304,SZAO,1.0,,,Novogireyevo,671.0,Underground,19023.0,Two Room,,7.0,,panel,Enough,10900000.0,Middle-aged buildings
MAL10732,55.6799958,37.4561611,ZAO,1.0,,,Nagatinskaya,1208.0,Underground,13867.0,One Room,1.0,5.0,34.3,brick,Good,8800000.0,Old buildings
MAL5949,55.859074,37.418919,SZAO,1.0,205.0,11.0,,1118.0,Underground,16361.0,Two Room,3.0,17.0,64.0,panel,Enough,14100000.0,Middle-aged buildings
MAL6025,55.67683390000001,37.7674043,,1.0,292.0,23.0,Medvedkovo,362.0,Underground,12430.0,Two Room,6.0,12.0,52.7,panel,Enough,10000000.0,Old buildings
MAL6795,55.741737,37.41669,ZAO,1.0,1.0,7.0,Altufyevo,,Underground,12574.0,One Room,5.0,31.0,66.0,monolith,Good,18500000.0,Middle-aged buildings
MAL254,55.703022,37.777966,UVAO,1.0,1.0,10.0,Kiyevskaya,,Underground,10612.0,Two Room,,18.0,72.0,panel,Good,14800000.0,Middle-aged buildings
MAL10803,,37.600001,CAO,1.0,,1.0,Shosse Entuziastov,584.0,Underground,3321.0,One Room,5.0,5.0,40.0,brick,Enough,13000000.0,Old buildings
MAL334,55.724945,37.77105,UVAO,2.0,7.0,11.0,Nakhimovsky Prospekt,,Underground,11029.0,,5.0,5.0,66.2,brick,Enough,11200000.0,Old buildings
MAL2561,55.703048,37.918409,UVAO,,1.0,20.0,Dmitrievskaya,603.0,Underground,,Two Room,15.0,17.0,,monolith,Enough,10000000.0,Young buildings
MAL11117,55.712335,37.861941,VAO,1.0,1.0,6.0,Sokolinaya Gora,,Underground,17147.0,Two Room,5.0,5.0,45.0,panel,,8200000.0,Old buildings
MAL637,55.87874,37.572933,SVAO,1.0,1.0,11.0,,503.0,Suburban rail,14761.0,One Room,2.0,5.0,30.4,panel,Enough,6650000.0,Old buildings
MAL9334,,37.540147,SAO,1.0,1.0,6.0,Sportivnaya,650.0,Underground,4919.0,One Room,13.0,19.0,36.0,panel,Enough,9800000.0,Young buildings
MAL6583,,37.566539,UZAO,1.0,1.0,,,543.0,Underground,8931.0,One Room,5.0,9.0,44.3,brick,Excellent,14800000.0,Old buildings
MAL3020,55.7092096,37.808868200000006,UVAO,,3.0,,Kashirskaya,558.0,Underground,13469.0,Two Room,,12.0,49.2,block,Enough,9300000.0,Old buildings
MAL5888,55.6093,37.716496,UAO,1.0,1.0,10.0,Myakinino,100.0,Underground,17038.0,One Room,5.0,12.0,,panel,Enough,9120000.0,Old buildings
MAL7424,,37.588754,SVAO,1.0,1.0,6.0,Komsomolskaya,756.0,Underground,,Two Room,17.0,22.0,57.5,panel,Enough,12800000.0,Middle-aged buildings
MAL9894,55.91276800000001,37.547953,SVAO,1.0,18.0,6.0,Babushkinskaya,1105.0,Suburban rail,17605.0,Two Room,22.0,22.0,57.2,panel,Good,11000000.0,Middle-aged buildings
MAL6314,55.7719804,37.7131195,UVAO,1.0,1.0,5.0,Komsomolskaya,,Underground,5873.0,One Room,6.0,12.0,,block,,8300000.0,Old buildings
MAL2194,55.7660316,37.6727664,CAO,1.0,1.0,5.0,,810.0,Underground,4563.0,Two Room,4.0,5.0,43.0,brick,Enough,11450000.0,Old buildings
MAL9562,55.815468,37.64585,SVAO,1.0,,16.0,Sokolniki,963.0,Underground,6348.0,Two Room,6.0,12.0,39.4,block,Enough,10500000.0,Old buildings
MAL9626,55.78119,37.468856,SZAO,,19.0,12.0,Slavyansky Bulvar,2317.0,Urban rail,7662.0,Two Room,4.0,,45.1,monolith,Poor,14839000.0,Young buildings
MAL4819,55.7608861,37.826041,,1.0,1.0,13.0,Mendeleyevskaya,1199.0,Underground,12458.0,Two Room,12.0,12.0,,block,Enough,12400000.0,Old buildings
MAL11846,55.64794499999999,37.612873,,2.0,3.0,9.0,ZIL,928.0,Underground,12436.0,One Room,2.0,9.0,32.0,panel,Enough,6900000.0,Old buildings
MAL987,55.89212,37.680058,SVAO,1.0,1.0,11.0,Aviamotornaya,1237.0,Underground,15384.0,,1.0,17.0,,panel,Enough,7350000.0,Middle-aged buildings
MAL6463,55.718091,37.674005,UVAO,1.0,,,Krylatskoye,,Underground,5499.0,One Room,,14.0,38.8,panel,Good,11900000.0,Middle-aged buildings
MAL8810,55.705087,37.45972,ZAO,1.0,1.0,,Novokosino,2406.0,Underground,10800.0,One Room,7.0,17.0,37.5,brick,Good,9900000.0,Middle-aged buildings
MAL5091,55.867748,37.47359,SAO,1.0,1.0,7.0,Universitet,903.0,,14800.0,Two Room,13.0,23.0,56.0,brick,Excellent,16000000.0,Young buildings
MAL6780,55.741576,37.425575,ZAO,1.0,1.0,,,,,12574.0,Two Room,,22.0,,panel,Enough,12900000.0,Young buildings
MAL796,55.639324,37.515515,UZAO,1.0,1.0,7.0,Yugo-Zapadnaya,746.0,Underground,13444.0,One Room,8.0,9.0,33.0,panel,Enough,8000000.0,Old buildings
MAL1569,,37.39382,SZAO,1.0,1.0,3.0,Bulvar Admirala Ushakova,,Underground,,,5.0,12.0,45.4,panel,Enough,13000000.0,Old buildings
MAL11724,55.74079370000001,37.5885861,CAO,1.0,1.0,1.0,Bulvar Dmitriya Donskogo,658.0,Underground,,Two Room,,5.0,45.1,panel,Good,17500000.0,Old buildings
MAL10291,,37.518,SAO,1.0,1.0,6.0,Khoroshyovskaya,605.0,Underground,,Two Room,2.0,14.0,,block,,9700000.0,Old buildings
MAL12118,55.787153,37.622819,CAO,1.0,,4.0,Strogino,827.0,,3276.0,Two Room,9.0,16.0,54.0,monolith,Enough,15999999.0,Old buildings
MAL1661,55.6853041,37.6893846,UAO,1.0,24.0,,Izmaylovskaya,,Underground,,,,9.0,33.0,block,Good,7750000.0,Old buildings
MAL7356,55.8061,37.74922,VAO,1.0,22.0,10.0,Paveletskaya,422.0,Underground,9888.0,,8.0,39.0,69.0,monolith,Poor,14000000.0,Young buildings
MAL10744,55.68011800000001,37.45156400000001,ZAO,2.0,1.0,,Nagatinskaya,1154.0,Underground,13867.0,,14.0,14.0,38.8,panel,Good,9200000.0,Middle-aged buildings
MAL7142,,37.541521,SAO,2.0,292.0,5.0,Kurskaya,1212.0,Suburban rail,16583.0,Two Room,5.0,9.0,35.0,brick,Good,9499000.0,Old buildings
MAL8636,55.801485,37.573223,SAO,1.0,3.0,8.0,Pyatnitskoye Shosse,872.0,Underground,6575.0,Two Room,,16.0,,block,,15500000.0,Old buildings
MAL7772,55.728819,37.409451,ZAO,1.0,,14.0,,568.0,Suburban rail,12693.0,Two Room,8.0,12.0,,panel,Poor,10200000.0,Middle-aged buildings
MAL7001,,37.558661,UZAO,1.0,1.0,10.0,Ploshchad Revolyutsii,1296.0,Underground,11631.0,Two Room,3.0,12.0,45.8,panel,Enough,10200000.0,Old buildings
MAL5566,55.6335233,37.6834108,UAO,1.0,53.0,,,,Suburban rail,13264.0,Two Room,2.0,9.0,45.0,panel,Enough,7900000.0,Old buildings
MAL11247,55.55060600000001,,UZAO,1.0,1.0,2.0,Sokol,993.0,Suburban rail,23584.0,Two Room,,14.0,55.0,panel,Enough,9950000.0,Middle-aged buildings
MAL11825,55.642199,37.60452,,,1.0,9.0,ZIL,,Underground,12436.0,Two Room,13.0,21.0,,monolith,Enough,16600000.0,Young buildings
MAL4414,55.717453000000006,37.749462,UVAO,1.0,,,Ulitsa Starokachalovskaya,1098.0,Underground,9000.0,,23.0,23.0,62.1,panel,Good,13600000.0,Middle-aged buildings
MAL11764,55.647728,37.65381,UAO,1.0,,4.0,Baumanskaya,928.0,Underground,10941.0,Two Room,5.0,9.0,44.6,block,,8700000.0,Old buildings
MAL10567,55.64687320000001,37.58146710000001,UZAO,1.0,1.0,12.0,Terekhovo,1160.0,Underground,,Two Room,3.0,5.0,,block,Poor,9000000.0,Old buildings
MAL8557,55.79439100000001,37.695681,VAO,2.0,38.0,4.0,Petrovsky Park,,Underground,5761.0,One Room,3.0,5.0,31.0,brick,Enough,10500000.0,Old buildings
MAL4054,55.672839,37.474722,ZAO,1.0,4.0,7.0,Serpukhovskaya,1192.0,Underground,12935.0,One Room,5.0,17.0,50.3,monolith,Good,14300000.0,Middle-aged buildings
MAL6365,55.803929,37.498078,SAO,1.0,,6.0,Chertanovskaya,849.0,Underground,8949.0,One Room,12.0,14.0,36.0,block,Excellent,10450000.0,Old buildings
MAL11160,55.8407965,37.3883843,SZAO,1.0,1.0,1.0,Avtozavodskaya,,Underground,17194.0,One Room,18.0,22.0,39.0,panel,,8600000.0,Middle-aged buildings
MAL4010,55.794987,37.7303,VAO,1.0,1.0,,,1055.0,Underground,7852.0,Two Room,1.0,12.0,,block,,7750000.0,Old buildings
MAL8366,55.818002,37.571938,SAO,1.0,2.0,7.0,Vystavochny Tsentr,,Underground,7829.0,One Room,2.0,5.0,33.0,monolith,Enough,8250000.0,Old buildings
MAL2059,55.823975,37.819073,,1.0,2.0,20.0,Novokuznetskaya,2029.0,Underground,13108.0,Two Room,3.0,16.0,54.6,block,Good,9900000.0,Old buildings
MAL6490,,37.661785,UAO,1.0,1.0,,,,Underground,5499.0,One Room,,5.0,33.0,panel,Excellent,8890000.0,Old buildings
MAL3135,55.835472,37.644943,SVAO,1.0,1.0,5.0,Kommunarka,1118.0,Underground,10400.0,One Room,,16.0,37.4,panel,Good,9500000.0,Old buildings
MAL2668,55.875595,37.693695,SVAO,1.0,15.0,,Okhotny Ryad,,Underground,13519.0,One Room,8.0,9.0,,brick,Enough,7300000.0,Old buildings
MAL10983,55.7502998,37.4135,ZAO,1.0,25.0,6.0,Studencheskaya,,Underground,12992.0,One Room,2.0,17.0,37.6,panel,,10500000.0,Middle-aged buildings
MAL7723,55.878396,37.6294915,SVAO,1.0,1.0,11.0,Rumyantsevo,1760.0,Underground,14663.0,One Room,5.0,8.0,,brick,Enough,6500000.0,Old buildings
MAL7049,55.691526,37.538134,UZAO,1.0,2.0,,Andronovka,300.0,Underground,8290.0,Two Room,1.0,,60.3,brick,Good,15700000.0,Old buildings
MAL8131,55.74755500000001,37.77432,VAO,1.0,1.0,17.0,Petrovsko-Razumovskaya,727.0,Underground,10558.0,,1.0,12.0,51.0,block,Enough,9300000.0,Middle-aged buildings
MAL9265,55.653162,37.481073,ZAO,1.0,10.0,5.0,Okruzhnaya,,,,One Room,,16.0,37.7,panel,Enough,8999000.0,Old buildings
MAL11921,55.742032,37.664285,CAO,1.0,1.0,1.0,Sviblovo,616.0,Underground,2776.0,One Room,2.0,,37.0,panel,,11500000.0,Old buildings
MAL8211,55.6318258,37.6631775,UAO,1.0,2.0,12.0,Kurskaya,646.0,Underground,13163.0,One Room,2.0,,34.0,brick,Enough,8300000.0,Old buildings
MAL10807,55.71025899999999,37.6432281,UAO,1.0,92.0,5.0,Cherkizovskaya,1136.0,Underground,5804.0,Two Room,,5.0,56.8,brick,Poor,12950000.0,Old buildings
MAL2254,55.833218,37.658348,SVAO,1.0,1.0,4.0,Michurinsky Prospekt,909.0,Urban rail,10236.0,Two Room,5.0,5.0,44.0,block,,9650000.0,Old buildings
MAL5854,55.60120300000001,37.727553,UAO,1.0,4.0,,,1190.0,Underground,17038.0,One Room,11.0,16.0,38.0,panel,Good,9900000.0,Young buildings
MAL12060,55.84243299999999,37.548249,,1.0,21.0,4.0,Taganskaya,567.0,Urban rail,11302.0,Two Room,2.0,12.0,37.0,block,,8000000.0,Old buildings
MAL1436,55.728317,37.524452,ZAO,1.0,1.0,3.0,Annino,1522.0,Underground,6436.0,One Room,2.0,12.0,35.0,panel,Good,9200000.0,Old buildings
MAL1589,,37.402527,SZAO,1.0,1.0,7.0,,,Underground,14516.0,Two Room,3.0,,52.0,panel,Enough,11500000.0,Old buildings
MAL5475,,37.490551,UZAO,1.0,1.0,2.0,Telecenter,971.0,Underground,16362.0,,3.0,16.0,53.2,block,Poor,10300000.0,Old buildings
MAL8491,55.860746,37.372431,SZAO,1.0,69.0,7.0,Pechatniki,1442.0,Underground,19910.0,One Room,,25.0,36.3,monolith,Good,8250000.0,Young buildings
MAL10574,55.6501836,37.5822795,,1.0,196.0,6.0,Terekhovo,,Underground,11261.0,Two Room,2.0,,44.0,block,Good,9800000.0,Old buildings
MAL11808,55.6328466,37.5990851,UAO,1.0,1.0,,ZIL,,,12436.0,One Room,,9.0,32.8,panel,Enough,6950000.0,Old buildings
MAL5003,,37.6583032,UAO,1.0,3.0,3.0,Avtozavodskaya,1615.0,Underground,15114.0,Two Room,8.0,15.0,,monolith,,16180000.0,Young buildings
MAL11961,55.71143299999999,37.39332,ZAO,1.0,1.0,2.0,Savyolovskaya,,Suburban rail,15572.0,One Room,2.0,20.0,38.0,panel,Enough,8500000.0,Middle-aged buildings
MAL1621,55.6783556,37.6621594,UAO,2.0,196.0,16.0,Izmaylovskaya,142.0,Underground,8849.0,Two Room,7.0,9.0,35.0,brick,Excellent,11300000.0,Old buildings
MAL10502,55.84540500000001,37.373096,,1.0,1.0,4.0,Novogireyevo,745.0,Underground,19023.0,One Room,6.0,25.0,40.6,monolith,Good,12000000.0,Young buildings
MAL538,55.668655,37.537523,,1.0,2.0,12.0,Tulskaya,,Underground,9905.0,Two Room,12.0,18.0,58.0,panel,Enough,15000000.0,Middle-aged buildings
MAL3883,,37.403152,ZAO,1.0,1.0,10.0,Delovoy Tsentr,1850.0,Suburban rail,,One Room,,22.0,,brick,Enough,8500000.0,Middle-aged buildings
MAL9896,55.888184,37.52483,SAO,1.0,11.0,5.0,Babushkinskaya,1992.0,Suburban rail,17605.0,One Room,1.0,14.0,39.0,panel,Poor,6700000.0,Middle-aged buildings
MAL7660,55.895787,37.628262,SVAO,1.0,40.0,7.0,Rumyantsevo,2058.0,Underground,14663.0,Two Room,,9.0,45.0,panel,Enough,8550000.0,Old buildings
MAL10982,55.768547,37.411644,,1.0,,10.0,,1320.0,Underground,12992.0,Two Room,6.0,17.0,,panel,Enough,12400000.0,Middle-aged buildings
MAL5439,55.601666,37.624858,UAO,2.0,69.0,13.0,Maryina Roshcha,475.0,Suburban rail,16633.0,One Room,9.0,9.0,32.5,panel,Good,7500000.0,Old buildings
MAL12127,,37.6102362,CAO,1.0,1.0,2.0,Strogino,325.0,Underground,3276.0,Two Room,12.0,,52.0,panel,Poor,20000000.0,Old buildings
MAL2316,55.700065,37.939735,UVAO,1.0,196.0,32.0,Dmitrievskaya,,Underground,20323.0,Two Room,,25.0,58.6,panel,,12000000.0,Young buildings
MAL4166,55.72764,37.666073,UVAO,,1.0,12.0,Kutuzovskaya,475.0,Underground,,Two Room,1.0,9.0,43.0,brick,Enough,9500000.0,Old buildings
MAL1867,55.780421,37.835126,VAO,1.0,25.0,18.0,Verkhniye Likhobory,2722.0,Underground,12418.0,,2.0,12.0,50.5,block,Good,8800000.0,Old buildings
MAL5252,55.7151576,37.7903171,UVAO,1.0,1.0,15.0,,184.0,Underground,11796.0,Two Room,4.0,,65.0,brick,Good,11300000.0,Old buildings
MAL4376,55.790084,37.582709,SAO,1.0,1.0,6.0,Davydkovo,529.0,Underground,4978.0,Two Room,1.0,5.0,43.0,brick,Enough,9500000.0,Old buildings
MAL10600,55.64752239999999,37.60283560000001,UZAO,1.0,25.0,6.0,Terekhovo,528.0,Underground,11261.0,,,17.0,42.0,panel,,9950000.0,Middle-aged buildings
MAL5147,55.856598,37.470078,SAO,1.0,11.0,10.0,Universitet,519.0,Underground,14800.0,Two Room,5.0,8.0,,brick,Enough,13621559.0,Old buildings
MAL3079,55.694819,37.803074,UVAO,1.0,,,Kashirskaya,,Underground,13469.0,Two Room,4.0,9.0,43.7,brick,Good,8990000.0,Old buildings
MAL8443,,37.352336,SZAO,1.0,146.0,,Pechatniki,,Underground,19910.0,Two Room,9.0,17.0,,panel,,11690000.0,Middle-aged buildings
MAL3260,55.8630915,37.5204345,SAO,1.0,1.0,21.0,Mnyovniki,1709.0,Underground,13417.0,Two Room,3.0,9.0,37.2,panel,Enough,6700000.0,Old buildings
MAL9890,55.914337,37.539841,SVAO,1.0,1.0,1.0,Babushkinskaya,,Suburban rail,17605.0,,16.0,17.0,38.0,panel,,7600000.0,Middle-aged buildings
MAL8226,55.639578,37.671076,UAO,1.0,1.0,5.0,Kurskaya,1009.0,,13163.0,Two Room,1.0,17.0,54.0,panel,,8300000.0,Middle-aged buildings
MAL3821,55.7939765,37.5710778,SAO,2.0,7.0,16.0,,902.0,Underground,5614.0,Two Room,5.0,5.0,44.2,block,Enough,9500000.0,Old buildings
MAL1792,55.83623879999999,37.4916034,SAO,1.0,2.0,11.0,Teatralnaya,397.0,Underground,12538.0,,14.0,28.0,42.7,monolith,Good,15100000.0,Young buildings
MAL7607,55.818993000000006,37.621002,SVAO,1.0,1.0,5.0,Rostokino,497.0,Monorail,7775.0,,,12.0,33.0,panel,Good,8700000.0,Old buildings
MAL2675,55.874152,37.698825,SVAO,1.0,1.0,25.0,,2187.0,Underground,13519.0,One Room,8.0,,32.6,panel,Enough,6500000.0,Old buildings
MAL8237,55.6435507,37.6684806,UAO,1.0,1.0,7.0,Kurskaya,,Underground,13163.0,Two Room,1.0,5.0,43.1,brick,,11800000.0,Old buildings
MAL10638,,37.61662000000001,UAO,1.0,1.0,8.0,Terekhovo,1190.0,Underground,11261.0,Two Room,2.0,8.0,45.4,brick,Enough,9700000.0,Old buildings
MAL2951,55.70762,37.820644,UVAO,1.0,1.0,12.0,Kashirskaya,395.0,Underground,13469.0,Two Room,2.0,9.0,44.1,monolith,Enough,8700000.0,Old buildings
MAL5195,55.727226,37.811043,VAO,1.0,2.0,,Aminyevskaya,1685.0,Underground,11796.0,Two Room,9.0,14.0,39.0,block,Enough,7500000.0,Old buildings
MAL10789,55.7866065,37.5935665,CAO,1.0,99.0,,Shosse Entuziastov,767.0,Underground,,Two Room,6.0,8.0,45.0,brick,Good,16990000.0,Old buildings
MAL5603,55.64453689999999,37.7069575,UVAO,1.0,1.0,6.0,,,Suburban rail,13264.0,Two Room,,24.0,61.7,monolith,,11300000.0,Young buildings
MAL2731,55.869971,37.640309,SVAO,1.0,1.0,,Okhotny Ryad,1501.0,Underground,,Two Room,3.0,12.0,,panel,Enough,9990000.0,Old buildings
MAL1829,55.8020284,37.8154808,VAO,1.0,1.0,16.0,Verkhniye Likhobory,1319.0,Underground,12418.0,Two Room,10.0,18.0,67.3,monolith,Good,19000000.0,Middle-aged buildings
MAL9395,55.6524169,37.7734081,UVAO,1.0,1.0,15.0,Khovrino,,,13657.0,Two Room,3.0,17.0,,panel,Enough,11600000.0,Middle-aged buildings
MAL10068,55.87286,,SVAO,,1.0,,Prazhskaya,981.0,Underground,12480.0,One Room,11.0,12.0,36.5,brick,Enough,8200000.0,Middle-aged buildings
MAL8412,,37.572333,SAO,1.0,1.0,13.0,Vystavochny Tsentr,397.0,Underground,7829.0,Two Room,2.0,9.0,,brick,Enough,9600000.0,Old buildings
MAL5646,55.695149,37.744343,,2.0,12.0,3.0,Paveletskaya,,Underground,11079.0,One Room,5.0,9.0,32.0,brick,Enough,7690000.0,Old buildings
MAL4962,55.6035,37.66278,UAO,1.0,1.0,,Avtozavodskaya,1850.0,Underground,15114.0,One Room,5.0,,48.8,monolith,Good,10700000.0,Young buildings
MAL11838,55.64150600000001,,UAO,,,,ZIL,295.0,Underground,12436.0,Two Room,,17.0,50.8,panel,Poor,11000000.0,Middle-aged buildings
MAL2492,55.701587,37.946598,UVAO,1.0,1.0,28.0,Dmitrievskaya,,Underground,20323.0,Two Room,5.0,17.0,60.0,block,,11000000.0,Young buildings
MAL8697,55.81084,37.727688,VAO,,2.0,8.0,Rechnoy Vokzal,660.0,Underground,10223.0,,,30.0,,monolith,Excellent,18250000.0,Young buildings
MAL11238,55.5494,37.57075,UZAO,2.0,5.0,4.0,Sokol,,,23584.0,Two Room,12.0,14.0,,panel,Good,11550000.0,Middle-aged buildings
MAL10965,55.770659,37.375234000000006,ZAO,2.0,21.0,4.0,,2569.0,Underground,12992.0,Two Room,5.0,24.0,68.0,monolith,Excellent,16500000.0,Young buildings
MAL2176,55.7760019,37.6807417,CAO,1.0,66.0,,Frunzenskaya,,Underground,,Two Room,1.0,,38.3,brick,Enough,13000000.0,Old buildings
MAL55,55.615772,37.73801,UAO,1.0,,11.0,Park Pobedy,367.0,Underground,17166.0,Two Room,3.0,9.0,46.0,panel,Enough,10300000.0,Old buildings
MAL5155,55.722137,37.80497,VAO,3.0,292.0,16.0,Aminyevskaya,1018.0,,11796.0,One Room,7.0,9.0,33.0,block,Good,8150000.0,Old buildings
MAL8081,55.748978,37.78826,VAO,2.0,196.0,17.0,Petrovsko-Razumovskaya,336.0,,10558.0,,9.0,,33.0,panel,Excellent,9000000.0,Old buildings
MAL5412,55.597954,37.667492,UAO,,1.0,13.0,Maryina Roshcha,2294.0,Suburban rail,16633.0,Two Room,,12.0,45.6,block,Enough,8200000.0,Old buildings
MAL4716,55.754387,37.811573,VAO,3.0,1.0,16.0,Mendeleyevskaya,,Underground,12458.0,One Room,1.0,12.0,35.0,block,Enough,7150000.0,Old buildings
MAL2550,55.70822800000001,37.9427739,UVAO,2.0,,28.0,Dmitrievskaya,1093.0,Underground,20323.0,,,14.0,33.0,panel,Enough,6700000.0,Young buildings
MAL4565,,37.5975921,UAO,1.0,,12.0,Lokomotiv,721.0,Underground,17314.0,Two Room,12.0,12.0,47.1,panel,Enough,11480000.0,Old buildings
MAL913,55.89720500000001,37.630724,SVAO,2.0,24.0,29.0,Aviamotornaya,2173.0,Underground,15384.0,One Room,5.0,12.0,38.9,panel,Enough,7680000.0,Old buildings
MAL7639,55.8149723,37.6278008,SVAO,2.0,2.0,6.0,Rostokino,762.0,Monorail,7775.0,Two Room,5.0,8.0,37.0,block,Poor,9700000.0,Old buildings
MAL7771,55.7226923,37.4227555,ZAO,1.0,19.0,14.0,Zyuzino,560.0,,12693.0,Two Room,2.0,9.0,37.0,panel,Poor,8350000.0,Old buildings
MAL10077,55.873461,37.62607,,1.0,1.0,15.0,Prazhskaya,1662.0,Underground,12480.0,One Room,1.0,9.0,34.7,panel,Enough,7300000.0,Old buildings
MAL5454,55.623625,37.507008,UZAO,2.0,25.0,6.0,Telecenter,548.0,Underground,16362.0,,7.0,17.0,58.0,panel,Enough,12700000.0,Middle-aged buildings
MAL6943,55.6344879,37.7604026,UAO,1.0,1.0,5.0,Krasnoselskaya,349.0,Underground,16216.0,,2.0,17.0,58.3,panel,Enough,10990000.0,Middle-aged buildings
MAL4112,55.6815085,37.6130157,,1.0,1.0,4.0,Belorusskaya,,Underground,,Two Room,6.0,9.0,67.0,brick,Good,18000000.0,Young buildings
MAL6541,55.6452683,37.7213907,UVAO,,3.0,6.0,Okruzhnaya,1816.0,Suburban rail,11933.0,One Room,8.0,9.0,,panel,Enough,6700000.0,Old buildings
MAL1776,,37.49896,SAO,1.0,40.0,11.0,Teatralnaya,1623.0,Underground,12538.0,Two Room,,5.0,,panel,Enough,8100000.0,Old buildings
MAL752,55.557765,37.555023,UZAO,4.0,1.0,7.0,Shosse Entuziastov,1084.0,Underground,23043.0,Two Room,12.0,31.0,,monolith,Good,12900000.0,Young buildings
MAL10169,55.603151,37.512829,UZAO,1.0,205.0,7.0,Kalininskaya,1335.0,Underground,,One Room,3.0,9.0,32.8,panel,Enough,7270000.0,Old buildings
MAL4317,55.670072,37.745403,UVAO,1.0,,3.0,Krasnogvardeyskaya,1177.0,Suburban rail,11186.0,One Room,,,33.0,panel,Good,7150000.0,Old buildings
MAL1337,55.6918782,37.5845404,UZAO,1.0,1.0,,Preobrazhenskaya Ploshchad,930.0,Underground,7728.0,Two Room,1.0,5.0,52.8,block,Enough,11800000.0,Old buildings
MAL6022,55.856275,37.424192,SZAO,1.0,1.0,12.0,Butyrskaya,873.0,Underground,16361.0,Two Room,8.0,9.0,44.0,panel,Enough,9500000.0,Old buildings
MAL10327,55.70623979999999,37.46799620000001,ZAO,1.0,2.0,10.0,Vorontsovskaya,2147.0,Underground,9504.0,Two Room,1.0,14.0,38.0,panel,Enough,8600000.0,Old buildings
MAL8225,,37.66552100000001,UAO,1.0,2.0,,Kurskaya,,Underground,13163.0,Two Room,,12.0,38.0,block,Enough,8300000.0,Old buildings
MAL3964,55.80774,37.718067,VAO,1.0,,4.0,Chkalovskaya,1300.0,Underground,7852.0,Two Room,4.0,5.0,,panel,Enough,8700000.0,Old buildings
MAL5272,55.777027,37.62537,,1.0,1.0,3.0,Krestyanskaya Zastava,684.0,Underground,3416.0,Two Room,4.0,12.0,,monolith,Good,16000000.0,Old buildings
MAL10541,55.726211600000006,37.6365224,CAO,1.0,62.0,2.0,,489.0,Underground,2771.0,,,,,panel,Good,14900000.0,Old buildings
MAL3266,55.870314,37.557547,SAO,2.0,7.0,26.0,Mnyovniki,773.0,Underground,13417.0,,11.0,17.0,,panel,Good,12000000.0,Middle-aged buildings
MAL9059,55.616209,37.706452,UAO,2.0,292.0,6.0,Yuzhnaya,807.0,Underground,16303.0,Two Room,6.0,9.0,46.0,panel,Enough,9700000.0,Old buildings
MAL9437,,37.733707,,,,9.0,Khovrino,1230.0,,13657.0,One Room,1.0,14.0,39.0,monolith,Enough,6700000.0,Middle-aged buildings
